,artist_name,track_name,year,energy,danceability,loudness,acousticness,speechiness,liveness,valence,bpm,duration
666,Ed Sheeran,Bad Habits,2021,0.893,0.807,-3.745,0.0451,0.0347,0.366,0.537,126.011,230.75
667,The Weeknd,Save Your Tears,2021,0.826,0.68,-5.487,0.0212,0.0309,0.543,0.644,118.051,215.63
668,BTS,Butter,2021,0.459,0.759,-5.187,0.00323,0.0948,0.0906,0.695,109.997,164.44
669,Bruno Mars,Leave The Door Open,2021,0.616,0.586,-7.964,0.182,0.0324,0.0927,0.719,148.088,242.1
670,Olivia Rodrigo,deja vu,2021,0.612,0.442,-7.222,0.584,0.112,0.37,0.178,180.917,215.51
671,Rauw Alejandro,Todo De Ti,2021,0.719,0.78,-3.613,0.302,0.0506,0.0931,0.336,127.962,199.6
672,24kGoldn,Mood (feat. iann dior),2021,0.716,0.701,-3.671,0.174,0.0361,0.324,0.732,91.007,140.53
673,Tiësto,The Business,2021,0.62,0.798,-7.079,0.414,0.232,0.112,0.235,120.031,164.0
674,BTS,Dynamite,2021,0.765,0.746,-4.41,0.0112,0.0993,0.0936,0.737,114.044,199.05
675,Bad Bunny,Yonaguni,2021,0.648,0.644,-4.601,0.276,0.118,0.135,0.44,179.951,206.71
676,Harry Styles,Watermelon Sugar,2021,0.816,0.548,-4.209,0.122,0.0465,0.335,0.557,95.39,174.0
677,Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,2021,0.862,0.824,-3.424,0.0076,0.126,0.303,0.801,122.98,169.15
678,Kali Uchis,telepatía,2021,0.524,0.653,-9.016,0.112,0.0502,0.203,0.553,83.97,160.19
679,The Kid LAROI,WITHOUT YOU,2021,0.413,0.662,-7.357,0.213,0.0299,0.134,0.467,93.005,161.38
680,Giveon,Heartbreak Anniversary,2021,0.465,0.449,-8.964,0.524,0.0791,0.303,0.543,89.087,198.37
681,Olivia Rodrigo,traitor,2021,0.339,0.38,-7.885,0.691,0.0338,0.12,0.0849,100.607,229.23
682,Farruko,Pepas,2021,0.766,0.762,-3.955,0.00776,0.0343,0.128,0.442,130.001,287.12
683,Ariana Grande,positions,2021,0.802,0.737,-4.771,0.468,0.0878,0.0931,0.682,144.015,172.32
684,Lewis Capaldi,Someone You Loved,2021,0.405,0.501,-5.679,0.751,0.0319,0.105,0.446,109.891,182.16
685,Myke Towers,Bandido,2021,0.617,0.713,-4.637,0.122,0.0887,0.0962,0.682,168.021,232.85
686,Måneskin,I WANNA BE YOUR SLAVE,2021,0.608,0.75,-4.008,0.00165,0.0387,0.178,0.958,132.507,173.35
687,Polo G,RAPSTAR,2021,0.536,0.789,-6.862,0.41,0.242,0.129,0.437,81.039,165.93
688,Bad Bunny,LA NOCHE DE ANOCHE,2021,0.618,0.856,-4.892,0.0303,0.286,0.0866,0.391,81.993,203.2
689,Doja Cat,Streets,2021,0.463,0.749,-8.433,0.21,0.0842,0.338,0.189,90.035,226.99
690,The Neighbourhood,Sweater Weather,2021,0.807,0.612,-2.81,0.0495,0.0336,0.101,0.398,124.053,240.4
691,Los Legendarios,Fiel,2021,0.701,0.849,-4.407,0.407,0.06,0.112,0.505,98.005,261.67
692,Doja Cat,Need to Know,2021,0.609,0.664,-6.509,0.304,0.0707,0.0926,0.194,130.041,210.56
693,Dua Lipa,Don't Start Now,2021,0.793,0.793,-4.521,0.0123,0.083,0.0951,0.679,123.95,183.29
694,Internet Money,Lemonade (feat. Gunna Don Toliver & NAV),2021,0.658,0.8,-6.142,0.25,0.079,0.111,0.462,140.042,195.43
695,Doja Cat,Woman,2021,0.764,0.824,-4.175,0.0888,0.0854,0.117,0.881,107.998,172.63
696,Duncan Laurence,Arcade,2021,0.35,0.453,-11.639,0.827,0.0425,0.144,0.279,72.017,185.15
697,SZA,Good Days,2021,0.655,0.436,-8.37,0.499,0.0583,0.688,0.412,121.002,279.2
698,J Balvin,Qué Más Pues?,2021,0.817,0.903,-3.972,0.0272,0.095,0.242,0.732,102.014,217.36
699,Joel Corry,Head & Heart (feat. MNEK),2021,0.874,0.734,-3.158,0.168,0.0662,0.0489,0.905,122.953,166.03
700,Ariana Grande,34+35,2021,0.585,0.83,-6.476,0.237,0.094,0.248,0.485,109.978,173.71
701,Tate McRae,you broke me first,2021,0.373,0.667,-9.389,0.785,0.05,0.0906,0.0823,124.148,169.27
702,Sebastian Yatra,Pareja Del Año,2021,0.622,0.715,-5.102,0.163,0.046,0.0948,0.808,80.015,195.05
